Title,Label
"Après que Roe ait été démantelé, les extrémistes ont évoqué une loi à partir de 1849 pour arrêter l'avortement »dans le Wisconsin.",0
Le législateur républicain du Kentucky «veut légaliser les relations sexuelles avec les cousins germains».,0
Dit que le président Joe Biden a déclaré que les démocrates ne devraient pas voter dans la primaire du New Hampshire.,0
"Selon Winston Churchill, ""le succès n'est pas définitif, l'échec n'est pas mortel: c'est le courage de continuer qui compte.""",0
"Un nouveau programme appelé Medical Care offre ""6 400 $ en crédits de prime avancés pour les frais médicaux coûteux et les besoins quotidiens"".",0
Un radiateur portable inventé par un vétéran de l'ère de la guerre du Vietnam peut chauffer toute une maison et réduire les factures de chauffage.,0
Le Premier ministre israélien Benjamin Netanyahu savait que les bâtiments du World Trade Center seraient abattus six ans avant le 11 septembre.,0
«Tout type de viandes terrestres ou transformés a de la chair humaine en eux.»,0
La police a procédé à «aucune arrestation» de manifestants qui ont bloqué Durham Freeway,0
«Les immigrants illégaux ont désormais le droit de voter à New York.,0
Hutí Attaquez des images aux conteneurs de navires américains M / V Gibraltar Eagle dans la mer Rouge,0
Les vaccins qui sont systématiquement donnés aux enfants contiennent des quantités dangereuses d'aluminium.,0
"Donald Trump ""a proposé quand il était président"" qu '""il voulait augmenter la taxe sur l'essence jusqu'à 25 cents.",0
"""Chaque booster que vous prenez, vous êtes plus susceptible de devenir covide à la suite de cela.""",0
Le Congrès a adopté une subvention de 6 400 $ pour les Américains à faible revenu.,0
"""Bryan Steil fait partie d'un groupe qui veut réduire la sécurité sociale et l'assurance-maladie, ce serait dévastateur.""",0
L'événement du Forum économique mondial est la preuve que les dirigeants mondiaux prévoient une nouvelle pandémie appelée maladie X.,0
Le président Joe Biden a déclaré qu'il «enverrait les F-15» à «faire la guerre contre le Texas».,0
"En Floride, ""un nouveau programme réglementé par l'État a été approuvé, conçu pour couvrir les frais funéraires et est disponible pour toutes les personnes sur 35 ans"".",0
"""Le plan de Haley réduit les prestations de sécurité sociale pour 82% des Américains.""",0
Lil Nas X a été accepté à l'Université de Liberty dans le leadership chrétien et les études bibliques.,0
Une éventuelle exposition à la rougeole dans les aéroports de Dulles et Reagan est liée à la «maladie x».,0
La vidéo montre le président Joe Biden faisant la promotion d'une subvention du gouvernement de 6 400 $.,0
Suggère qu'il y a eu 17 millions de morts auprès des vaccins Covid-19.,0
Les femmes «stockent l'ADN» de tous leurs partenaires sexuels masculins.,0
La médaille d'Abraham Lincoln est du cuivre parce qu'il a fini de l'esclavage.Des chiffres sur d'autres pièces américaines «Le visage est parti parce qu'ils se sont tournés vers lui pour protester».,0
"La star de Bucks, Giannis Antetokounmpo, a signé un contrat de trois ans pour 186 millions de dollars.Lui et sa famille, étant afro-américaine, pourraient bénéficier de prestations en cours d'action positive. »",0
La vidéo montre un «cargo appartenant aux États-Unis a été frappé par un missile au large des côtes du Yémen!»,0
La vidéo montre Kelly Clarkson approuvant un produit de perte de poids naturel.,0
"""C'est la troisième fois que nous gagnons, mais c'est la plus grande victoire"" dans l'Iowa Caucus.",0
Les impôts américains «sont allés promouvoir le transgenre au Bangladesh».,1
"CNN a rapporté que le Dr Ben Carson a découvert un remède naturel pour les maux de tête, le taux de cholestérol et les symptômes de la pression artérielle.",0
"Un jus de carottes, de concombres et d'ail ""restaurera une vision parfaite en sept jours"".",0
"Dans Palm Springs, en Californie, «les résidents transgenres pour recevoir un paiement mensuel de 900 $».",0
"La vidéo montre ""Palestinien Child Doll fabriquée en Israël"".",0
Une vidéo montrant un orbe explosant le 1er janvier dans un centre commercial Miami est la preuve que le projet Blue Beam a commencé.,0
"""C'est pourquoi ils permettent à ces gens de venir - des gens qui ne parlent pas notre langue - ils les signalent pour voter.""",0
La poupée de bébé palestinienne ensanglantée a été «fabriquée en Israël».,0
"La vidéo montre le Dr Juan Rivera parlant d'une ""méthode secrète sur la façon de perdre du poids rapidement sans régime ou d'aller au gymnase"".",0
"""L'écart de richesse raciale est le plus petit qu'il est en 20 ans.""",1
"""Notre gouvernement, à tort, dit que si vous êtes né dans ce pays, vous êtes automatiquement un citoyen américain.""",0
Le virus du cerf zombie balaie 32 États après que plus de 100 millions d'animaux sauvages américains ont été vaccinés par la fondation de Mark Zuckerberg.,0
"""Nous avons eu 8 millions"" d'immigrants sont venus aux États-Unis illégalement sous Biden ""et ils n'ont renvoyé que 142 000.""",0
"Le pape Jean-Paul II apparaît à plusieurs reprises sur les vols vers l'île d'Epstein. """,0
Tom Hanks se convertit au judaïsme et s'enfuit en Israël après la libération des documents d'Epstein,0
Les bénéficiaires fédéraux de l'aide alimentaire et leurs enfants peuvent obtenir «un passeport gratuit» en utilisant un formulaire de renonciation spécifique.,0
"""Biden a laissé 8 millions de personnes en quatre ans.""",0
"""Breaking - Un grand convoi de camions vient de violer le point de contrôle de la patrouille frontalière américaine en Arizona.""",0
Nikki Haley n'est pas éligible pour être président ou vice-président.,0
Le Dr Oz a approuvé des gélifiés pour «nettoyer les vaisseaux sanguins» et traiter l'hypertension artérielle.,0
La vidéo d'Avalanche montre le «pouvoir de la nature».,0
"""Les images mystérieuses montrent la créature de type extraterrestre de 10 pieds de haut de pied"" flottant sur la police de Miami. """,0
«Les données nationales révèlent des niveaux croissants de la nouvelle tension covide dans l'approvisionnement en eau.»,0
"Nikki Haley ""dit que l'âge de la retraite à 65 ans est bien trop bas, il doit être beaucoup plus élevé.""",1
La police a répondu aux créatures extraterrestres dans un centre commercial de Miami le 1er janvier 2024.,0
"En Floride, «la croissance des revenus est en tête du graphique».",1
"Dit que le directeur du FBI, Christopher Wray, a déclaré au Congrès ""qu'avec la frontière grande ouverte et une guerre en Israël, le Hamas peut simplement entrer.""",0
Nikki Haley «s'est opposé au mur frontalier de Trump» et «l'interdiction de voyage de Trump».,0
"En réalité, il n'y a aucune preuve que Joe Biden a remporté «les élections de 2020, citant les allégations d'un rapport de cinq États du champ de bataille.",0
Le gouvernement fédéral a approuvé le décret exécutif 14009 qui soutient l'assurance médicale de 0 $ par mois pour les Hispaniques dans l'enregistrement de 2024!,0
"""Près d'un million de personnes, principalement des démocrates, ont été lancées du rôle des électeurs ici en Floride"" en raison des efforts pour placer un amendement proposé sur l'accès à l'avortement sur le bulletin de vote de l'État en 2024.",0
"«À l'heure actuelle, plus de 70% des employés fédéraux travaillent toujours à domicile trois ans après Covid.",0
T-Mobile prévoit d'améliorer ses clients jusqu'à 3 500 $ pour les messages texte qu'il n'aime pas.,0
"Jimmy Kimmel était sur la liste de Jeffrey Epstein, selon les documents.",0
"La vidéo montre Hillary Clinton a blâmé divers événements, notamment sa perte électorale de 2016 et la mort de Jeffrey Epstein, sur le changement climatique.",0
Le gouverneur Ron DeSantis «a qualifié la Chine de« partenaire commercial le plus important de la Floride ».»,0
"Donald Trump «a expulsé moins, croyez-le ou non, que Barack Obama l'a même fait.",1
La vidéo montre que Trump promettant de mettre en pause les paiements des prêts étudiants et d'annuler la taxe sur la paie si elle est réélue en 2024.,0
"Le Dr Sanjay Gupta a subi ""une attaque"" pour avoir créé un nouveau médicament pour les douleurs articulaires.",0
"Elon Musk a développé «Cosmo Hadiat», un produit qui réduirait les coûts de chauffage «à 0 $».",0
Le Dr Ben Carson a approuvé des Gummies CBD pour traiter l'hypertension artérielle.,0
"En vertu de la Clean Slate Act de New York, «Volent Crimes… sera désormais automatiquement scellé après une période définie - comme s'ils ne se sont jamais produits.»",0
"«Les services publics du Wisconsin ont facturé aux contribuables plus de 1,9 milliard de dollars d'augmentation depuis 2019.»",0
"Le gouverneur Tony Evers et les démocrates ""ont rejeté notre proposition (redécoupage du modèle de l'Iowa) pour adopter le plan même qu'ils ont approuvé à l'origine.",1
Elon Musk a inventé un dispositif d'économie d'énergie qui pourrait «réduire les factures d'électricité de 80%».,0
La «mandat de prison de Hunter Biden a annoncé».,0
«Ils veulent rendre nos réservoirs de l'armée tous électriques.»,0
"Les passagers d'un avion chantent pour aider à calmer un homme atteint d'Alzheimer qui avait eu une rechute. """,0
La vidéo est la preuve que Hillary Clinton est un reptile.,0
"L'administration vient d'approuver ce vide légal légal et 100%, qui permet à tous les résidents américains en bonne position d'obtenir un permis de transport caché valide (d'ARM) en 2023 "".",0
Les migrants qui entrent aux États-Unis obtiennent illégalement des passeports américains immédiatement après avoir quitté un centre de traitement des frontières.,0
La vidéo montre Donald Trump annonçant 6 400 $ de cartes de dépenses.,0
"MSNBC a diffusé une vidéo de cet acteur ""dans la guerre entre Israël et le Hamas.",0
"Au cours d'un discours, l'ancien président Donald Trump a déclaré: «Même la limonade tue des gens» sous le président Joe Biden.",0
«Les cliniques pédiatriques du Texas Children’s Hospital annoncent qu’ils ne traiteront plus les enfants non vaccinés.»,0
"Le ministère de l’Éducation de Gaza «a officiellement annoncé la fin de l’année académique de 2023/2024, car tous les étudiants ont été tués».",0
"""Nous avons eu plus d'Américains de mourir de fentanyl que les guerres de l'Irak, de l'Afghanistan et du Vietnam, combinées.""",1
La valeur nette de Joe Biden était de 41 millions de dollars en 2022.,0
Le projet Lincoln est «en utilisant A.I.(Intelligence artificielle) »dans ses« publicités télévisées ».,0
«Nous avons notre gouvernement qui donne aux gens qui sont entrés dans ce pays illégalement des cartes-cadeaux illégalement.»,0
"En vertu de l'accord commercial de l'administration Trump, «le seul tiers des promesses de produits agricoles de la Chine qu'ils étaient censés acheter auprès de nos agriculteurs.»",1
"Les républicains du Wisconsin ont adopté plusieurs milliards de dollars pour les réductions d'impôts de la classe moyenne cette année, mais chaque fois que nous l'avons fait, le gouverneur Tony Evers a opposé son veto à l'allégement.",1
«Les États-Unis envoient actuellement tout le monde (a) 16 800 $ gratuitement.»,0
"Discuter des soins chirurgicaux affirmant le sexe pour les mineurs, a déclaré que la Suède ""l'a fermée"".",1
"La pneumonie mystérieuse frappe déjà ""les enfants aux États-Unis"" la même chose qui se passe en Chine "".",0
«Le commandant de l'armée israélienne admet qu'ils ont menotté 2 couples à l'intérieur d'une maison puis ont utilisé des chars pour détruire le bâtiment.»,0
La Chine est autorisée à faire de l'exploitation cryptographique aux États-Unis,1
"La vidéo montre ""les Palestiniens portant le corps d'un enfant chantant des louanges religieuses"".",0
"""Les prix de l'essence sont maintenant de 5 $, 6 $, 7 $ et même 8 $ le gallon.""",0
"Les démocrates ont également utilisé d'autres ardoises d'électors ""à plusieurs reprises dans toutes sortes d'États différents.",0
"Le voyage de magasinage «Home Alone» de Macaulay Culkin qui a coûté 19,83 $ en 1990 coûterait 72,28 $ aujourd'hui, contre 44,40 $ en 2022.",0
La vidéo d'un homme s'effondrer lors de la confrontation des membres du service est le «théâtre palestinien».,0
