Title,Label
Postpartum Medicaid coverage expanded from three states to 43 states because of the Biden administration.,1
"Since Russia invaded Ukraine, “not a single Western journalist has bothered to interview Putin.”",0
"The presence of soft tissue and carbon-14 in dinosaur bones proves they lived “only a few thousand years” ago, not millions of years ago.",0
“George Soros worked for Hitler. Klaus Schwab’s father also worked for Hitler.”,0
“We think the Earth’s warming” because “we’re literally cooking the books” with flawed temperature data.,0
President Joe Biden admitted to using the Justice Department to pursue his political foes.,0
“Inflation has been at the pre-pandemic level of 2% over the last half year.”,1
"Taylor Swift was photographed holding a “Trump won, Democrats cheated!” flag at the Grammy Awards.",0
Biden’s strategy is to “get as many illegals in the country as possible” and “legalize them to create a permanent majority.”,0
"El Comité Central Chino para la Calidad de los Alimentos ha anunciado la prohibición de la venta de Coca-Cola para consumo humano en todo el país"".",0
"Last time Democrats removed a Republican from the ballot” was Abraham Lincoln in 1860.",0
"In Oklahoma, ""I won 77 out of 77 counties. Ronald Reagan is second with 56.",0
Martin Luther King Jr. is “rallying around President Trump!”,0
Wearing this bracelet aids in weight loss.,0
"“Wisconsin had over 1,400 opioid overdose deaths in 2022.”",1
"The Senate’s border bill “accepts 5,000 illegal immigrants a day.”",0
"If Texas says, “‘We don’t want to be part of America anymore’ … that’s their decision to make.”",0
"Under President Joe Biden, “Black unemployment is the lowest in American history.”",1
Russian United Nations representative Vasily Nebenzya spoke about Russia supplying weapons to Texas to use in its border dispute with the Biden administration.,0
Killer Mike arrested at Grammy Awards for not endorsing Joe Biden on “Real Time with Bill Maher.”,0
“It’s been revealed that Fauci brought COVID to the Montana one year before COVID broke out in the U.S.!”,0
"Nuevo beneficio de plan de entierro que cubre el 100 % de sus gastos funerarios",0
"El doctor ecuatoriano Marco Albuja ""fue atacado por miembros de empresas farmacéuticas por revelar una cura secreta para la hipertensión"".",0
“Texas tractors defend border.”,0
The government is spraying chemicals into the sky to block the sun.,0
"Taylor Swift was photographed holding a “Trump won, Democrats cheated!” flag.",0
"(The) top issue for college students is the economy.",1
"“In April last year, our state unemployment rate hit a record low of 2.4%. Last year, Wisconsin had an all-time lowest number of unemployed workers ever in modern history.”",1
The Marburg virus has been implanted into people who were vaccinated and has nanotechnology that can be activated through 5G technology.,0
Stanley cups tested positive for lead “inside of the cup where the drink is.”,0
"Rep. Ilhan Omar said her ""top priority is to put Somalia first and expand its territory.”",0
Photo shows explosives disguised as food cans.,0
“Epstein List” shows 166 people connected to convicted sex offender Jeffrey Epstein.,0
"El logotipo de la Organización de las Naciones Unidas ""es el mapa de la tierra plana rodeado por la Antártida"".",0
"Movsum Samadov ""condenado por 12 años en prision por tratar de derrocar a su gobierno"" entró a EEUU ""por la frontera"".",0
Oat milk “raises your blood sugar as much as drinking a Coke.”,0
Democrats “used COVID to cheat” in the 2020 election.,0
China “experimenta con una nueva cepa de” COVID “que muestra ser 100% mortal”.,0
Video shows people “heading to Texas to stop the Biden Border Invasion.”,0
"“Today in America, 1 in 3 women of reproductive age live in a state with an abortion ban.”",1
Judge in E. Jean Carroll-Donald Trump trial “involved in sex trafficking.”,0
"Video shows a convicted terrorist, Movsum Samadov, coming to the U.S. through the southern border.",0
Twelve babies died from taking RSV drug in clinical trials.,0
"Ecuador firma acuerdo con los Estados Unidos para obtener presencia militar debido a los recientes acontecimientos por parte de delicuentes.",0
"In the past year, Michigan, Minnesota and Illinois passed ""highly popular” policies such as paid family leave, one of several issues that have been stymied in Wisconsin by Republicans.",1
Elon Musk is not allowing X users to search for Taylor Swift on the platform “out of fear they will find this pro-Biden image of her.”,0
"The government will send a $2,400 check monthly to people earning less than $30 an hour.",0
The Pfizer COVID-19 vaccine “shuts off” recipients’ hearts.,0
"An activist spoke about LGBTQ+ issues at a Plano, Texas, city council meeting.",0
"“Tens of thousands of auto jobs were lost nationwide during Trump's presidency,” but during Biden’s presidency, “we've created more than 250,000 auto jobs.”",1
“Klaus Schwab admits ‘political revolution’ against the ‘great reset’ is destroying his agenda.”,0
United Nations troops can “round up” and forcibly “vaccinate the population” if WHO pandemic treaty is passed.,0
Chinese scientists “created (a) new COVID-19 strain (with) 100% fatality.”,0
"Jaw-dropping footage from Epstein’s first jail cell provides concrete evidence that Bill Clinton, Prince Andrew, Bill Gates and Oprah Winfrey played a significant role in Epstein’s death.",0
"There are a thousand billionaires now and you know what their average tax rate is? 8%.",0
"In vaccinated males, the COVID-19 vaccine’s spike protein “has entirely replaced their sperm.”",0
“Rep. Dean Phillips received almost twice as many votes as Biden did in the New Hampshire primary.”,0
"Unfortunately during COVID, the clerks in Madison and Milwaukee told their constituents that they were actually indefinitely confined and did not have to come and vote, which was incorrect.",1
Social media post claims judge in Trump’s defamation trial engaged in “election interference” by delaying the trial to New Hampshire’s primary day.,0
“US hospitals caught injecting experimental Ebola vaccine that sheds!”,0
Alex Soros posted a “direct violent threat to Donald Trump!”,0
"“In August 2023, illegal immigration outpaced American births.”",0
“New proposed bill in Maine says the state can take custody of a kid if the parents oppose” gender-affirming care,0
President Joe Biden changed the State of the Union Address from summer to March.,0
“Florida state government (has the) lowest number of state employees per capita in the country.”,1
Sports journalist Mike Dickson died because of COVID-19 vaccines.,0
"Nikki Haley refused to call illegals criminals"" and ""repeatedly pushed amnesty for illegals.",0
"After Roe was dismantled, extremists evoked a law from 1849 to stop abortion” in Wisconsin.",0
Kentucky Republican lawmaker “wants to legalize sexual relations with first cousins.”,0
Says President Joe Biden said that Democrats should not vote in the New Hampshire primary.,0
"Says Winston Churchill said, “Success is not final, failure is not fatal: it is the courage to continue that counts.”",0
"Un nuevo programa llamado Acta de Atención Médica ofrece ""$6,400 en créditos de prima avanzados para gastos médicos costosos y necesidades diarias"".",0
A portable heater invented by a Vietnam War-era veteran can heat a whole home and slash heating bills.,0
Israeli Prime Minister Benjamin Netanyahu knew the World Trade Center buildings would be brought down six years before 9/11.,0
“Any type of ground or processed meats have human flesh in them.”,0
Police made ‘no arrests’ of protesters who blocked Durham Freeway,0
"“Illegal immigrants now have the right to vote in New York.",0
"Imágenes del ataque hutí al barco estadounidense porta contenedores M/V Gibraltar Eagle en el mar rojo",0
Vaccines that are routinely given to children contain unsafe amounts of aluminum.,0
"Donald Trump “proposed when he was president” that “he wanted to raise the gas tax up to 25 cents.",0
"“Every booster you take, you’re more likely to get COVID as a result of it.”",0
"Congress has passed a $6,400 subsidy for low-income Americans.",0
"“Bryan Steil is part of a group that wants to cut Social Security and Medicare, that would be devastating.”",0
World Economic Forum event is evidence that global leaders are planning a new pandemic called Disease X.,0
President Joe Biden said he will “send F-15s” to “wage war against Texas.”,0
"En Florida ""se ha aprobado un nuevo programa regulado por el estado, diseñado para cubrir los gastos funerales y está disponible para todas las personas mayores de 35 años"".",0
“Haley’s plan cuts Social Security benefits for 82% of Americans.”,0
Lil Nas X was accepted to Liberty University in Christian Leadership and Biblical Studies.,0
A possible measles exposure at Dulles and Reagan airports is related to “Disease X.”,0
"Video shows President Joe Biden promoting a $6,400 government subsidy.",0
Suggests there have been 17 million deaths from the COVID-19 vaccines.,0
"Women ""store DNA"" from all their male sexual partners.",0
Abraham Lincoln’s coin is copper because he ended slavery. Figures on other U.S. coins “face left because they turned their backs to him in protest.”,0
"Bucks star Giannis Antetokounmpo signed a three-year contract for $186 million. He and his family, being African American, could receive benefits under affirmative action.”",0
Video shows a “US-owned cargo ship was just hit by a missile off the coast of Yemen!”,0
Video shows Kelly Clarkson endorsing a natural weight loss product.,0
“This is the third time we’ve won but this is the biggest win” in Iowa caucus.,0
U.S. tax dollars “have gone to promote transgenderism in Bangladesh.”,1
"CNN reported that Dr. Ben Carson has discovered a natural cure for headaches, cholesterol levels and blood pressure symptoms.",0
"A juice of carrots, cucumbers and garlic will ""restore perfect vision in seven days.”",0
"In Palm Springs, California, “transgender residents to receive a monthly payment of $900.”",0
"Video muestra ""muñeco de niño palestino hecho en Israel”.",0
A video showing an orb exploding Jan. 1 at a Miami mall is proof that the Blue Beam project started.,0
“That’s why they are allowing these people to come in — people that don’t speak our language — they are signing them up to vote.”,0
Bloodied Palestinian baby doll was “made in Israel.”,0
"Video muestra al Dr. Juan Rivera hablando sobre ""un método secreto sobre cómo perder peso rápidamente sin necesidad de hacer dieta o ir al gimnasio”.",0
“The racial wealth gap is the smallest it’s been in 20 years.”,1
"“Our government, wrongly, is saying if you’re born in this country you’re automatically an American citizen.”",0
Zombie deer virus is sweeping across 32 states after more than 100 million American wildlife animals were vaccinated by Mark Zuckerberg’s foundation.,0
"“We’ve had 8 million” immigrants come to the U.S. illegally under Biden “and they only sent back 142,000.”",0
"El papa Juan Pablo II aparece varias veces en los vuelos hacia la isla Epstein"".",0
Tom Hanks converts to Judaism and flees to Israel following the release of the Epstein documents,0
Federal food assistance recipients and their children can get “a free passport” by using a specific waiver form.,0
“Biden’s let in 8 million people just in four years.”,0
“BREAKING – A large convoy of trucks just breached the U.S. border patrol checkpoint in Arizona.”,0
Nikki Haley is ineligible to be president or vice president.,0
Dr. Oz endorsed gummies to “clean blood vessels” and treat high blood pressure.,0
Video of avalanche shows the “power of nature.”,0
“Imágenes misteriosas muestran 'criatura de tipo alienígena de 10 pies de altura' flotando sobre los policías de Miami.”,0
“Nationwide data reveals surging levels of newest COVID strain in water supply.”,0
"Nikki Haley “says the retirement age at 65 is way too low, it must be much higher.”",1
"Police responded to alien creatures at a Miami mall on Jan. 1, 2024.",0
"In Florida, “income growth is top of the chart.”",1
"Says FBI Director Christopher Wray told Congress “that with the border wide open and a war in Israel, Hamas can just walk right in.”",0
Nikki Haley “opposed Trump’s border wall” and “Trump’s travel ban.”,0
"In actuality, there is no evidence Joe Biden won” the 2020 election, citing a report’s allegations from five battleground states.",0
"¡El Gobierno Federal aprobó la Orden Ejecutiva 14009 que apoya seguro médico de $0 mensuales para hispanos en la inscripción del 2024!",0
"“Almost a million people, mostly Democrats, have been kicked off the voter roll here in Florida” because of efforts to place a proposed amendment on abortion access on the state’s 2024 ballot.",0
"“Right now, over 70% of federal employees are still working from home three years after COVID.",0
"T-Mobile plans to fine its customers up to $3,500 for text messages it doesn't like.",0
"Jimmy Kimmel was on the Jeffrey Epstein list, documents show.",0
"Video shows Hillary Clinton blamed various events, including her 2016 election loss and Jeffrey Epstein’s death, on climate change.",0
Gov. Ron DeSantis “called China ‘Florida’s most important trading partner.’”,0
"Donald Trump “deported less, believe it or not, than Barack Obama even did.",1
Video shows Trump promising to pause student loan payments and cancel payroll tax if reelected in 2024.,0
El Dr. Sanjay Gupta sufrió “un atentado” por crear un nuevo medicamento para el dolor articular.,0
"Elon Musk developed “Cosmo Heater,” a product that would cut heating costs “to basically $0.”",0
Dr. Ben Carson endorsed CBD gummies to treat high blood pressure.,0
Under New York’s Clean Slate Act “violent crimes … will now be automatically sealed after a set time - like they never happened.”,0
“Wisconsin utilities have charged ratepayers more than $1.9 billion of increases since 2019.”,0
"Gov. Tony Evers and Democrats ""rejected our (Iowa model redistricting) proposal to enact the very plan they originally endorsed.",1
Elon Musk invented an energy-saving device that could “cut electricity bills by 80%.”,0
Hunter Biden’s “prison term announced.”,0
“They want to make our Army tanks all electric.”,0
"Los pasajeros de un avión cantan para ayudar a calmar a un hombre con Alzheimer que había tenido una recaída"".",0
Video is evidence that Hillary Clinton is a reptile.,0
"La administración acaba de aprobar este vacío legal, 100% legal, que permite a todos los residentes estadounidenses en buena posición obtener un permiso de portación oculta (de armas) válido en 2023"".",0
Migrants who enter the U.S. illegally get U.S. passports immediately after leaving a border processing center.,0
"Video shows Donald Trump advertising $6,400 spending cards.",0
"MSNBC transmitió un video de este actor"" en la guerra entre Israel y Hamas.",0
"During a speech former President Donald Trump said, “Even the lemonade is killing people” under President Joe Biden.",0
“Texas Children’s Hospital pediatric clinics announce they will no longer treat unvaccinated children.”,0
Gaza’s education ministry “officially announced the end of the 2023/2024 academic year as all students have been killed.”,0
"“We’ve had more Americans die of fentanyl than the Iraq, Afghanistan, and Vietnam wars, combined.”",1
Joe Biden’s net worth was $41 million in 2022.,0
The Lincoln Project is “using A.I. (Artificial Intelligence)” in its “television commercials.”,0
"“We have our government giving people who came into this country illegally $5,000 gift cards.”",0
"Under the Trump administration's trade deal, “China's only fulfilled one-third of the promises of agricultural products that they were supposed to buy from our farmers.”",1
"Wisconsin Republicans have passed multiple billion dollar middle-class tax cuts this year, but each time we have, Governor Tony Evers has vetoed the relief.",1
"“The U.S. is sending everyone (a) free $16,800 right now.”",0
"Discussing gender-affirming surgical care for minors, said that Sweden “shut it down.”",1
"Neumonia misteriosa ya está golpeando"" a niños en Estados Unidos ""lo mismo que está pasando en China"".",0
“Israeli Army Commander admits they handcuffed 2 couples inside a house then used tanks to destroy the building.”,0
China is allowed to do crypto mining in the U.S.,1
"Video muestra “Palestinos cargando el cuerpo de un niño cantando alabanzas religiosas"".",0
"“Gasoline prices are now $5, $6, $7 and even $8 a gallon.”",0
"Democrats have also used alternate slates of electors ""repeatedly in all kinds of different states.",0
"Macaulay Culkin’s “Home Alone” shopping trip that cost $19.83 in 1990 would cost $72.28 today, up from $44.40 in 2022.",0
Video of a man collapsing while confronting service members is “Palestinian Theater.”,0
Florida “had a year-over-year reduction” in overdose deaths.,1
Tyson Foods may put insect protein in your chicken nuggets.,0
“The great replacement theory is not some grand right-wing conspiracy theory. But a basic statement of the Democratic Party's platform.”,0
"Jorge Ramos reportó que ""los bancos están saldando tarjetas de crédito y liquidando balances de más de $15,000” para evitar otra recesión.",0
"As of Dec. 12, 2023, Geert Wilders was the “new prime minister of the Netherlands.”",0
Then-Vice President Joe Biden’s remarks in 2015 video prove he “intentionally” opened U.S. borders to immigrants.,0
A river in Russia turned red in a biblical omen or divine “retribution.”,0
Nikki Haley “raised taxes.”,0
"“We’ve created close to 800,000 manufacturing jobs since I’ve taken office.”",1
"Acaban de anunciar el 'Paquete de Ayuda para las Fiestas' que otorga a los estadounidenses $6,400 justo a tiempo para las vacaciones!"".",0
"“With school-based professional social workers, the recommendation is 400-to-1, and in Wisconsin, we’re almost triple that.”",1
“Amazon got hacked. … Hackers added Hub lockers as your default delivery addresses.”,0
Video shows Elon Musk announcing he’s giving away free gold bars.,0
"Los estadounidenses que ganan menos de $50,000 al año pueden solicitar un seguro médico gratuito"".",0
Video shows the aftermath of a school prank in which students drank lemonade containing “horse laxatives.”,0
Photo shows a woman named Araceli Hernandez who “was kidnapped by George Floyd and brutally beaten during a home invasion.”,0
"“Your minor child can go to California without your knowledge or without your consent, and get hormone therapy, puberty blockers and a sex change operation.”",0
"Massive f— Joe Biden chant breaks out at Army/Navy game.”",0
North Carolina Attorney General and gubernatorial candidate Josh Stein “supports taxpayer-funded abortion on demand with no restrictions up until birth.”,0
"Video shows woman embracing and kissing “a doll,” evidence of “Hamas street theater propaganda exposed.”",0
"Toyota acaba de anunciar que dejará de fabricar coches”.",0
"“The new Inflation Reduction Act has just been updated to give Americans making less than $50,000 per year up to $6,400 in subsidies every single month.”",0
“Mysterious pneumonia” from China is now in Ohio.,0
"Wisconsin Republicans are backing “a nonpartisan redistricting plan based off the Iowa Model. ... Republicans, Democrats, and the Governor pushed this plan last time redistricting happened in 2020.”",1
Video shows “heavy snow and ice has frozen jets in Munich bound for Dubai's global warming conference.”,0
"“I have been a state legislator for 11 years, passing over 170 bills into law and delivering for Wisconsin families.”",1
Image shows a Palestinian man in Gaza holding a plastic doll that he says is his dead grandson.,0
U.S. manual for courts-martial has been recently amended to include civilians.,0
“Jan. 6 now does look like it was an inside job.”,0
"“With the historic Abraham Accords, I even made peace in the Middle East.”",0
"When (Ron DeSantis) was in Congress, he supported amnesty.",0
"Audio shows breaking news that “Biden approves $5,200 for Americans older than 25.”",0
The Palestinian flag before 1948 included the Star of David.,0
"The International Space Station is in a pool, not in space.",0
"Imagen muestra ""potente terremoto … en medio de una tormenta solar"" en Filipinas.",0
"On most campuses, you cannot destroy a chalked message unless you were the one that wrote it. You can't dump water on it, you can't even walk over it.",1
"El Papa acaba de inventar La Cruz LGBT”.",0
"In order to be a poll worker on the conservative side, you have to register through the Republican Party of Wisconsin.",1
"“Washington, D.C., allows noncitizens to vote in (municipal elections)"" so a Russian citizen, after living in Washington for 30 days can ""vote for mayor in Washington, D.C. And they don’t even need to show their ID to do it.”",1
"China “had the largest naval fleet in the world. They had 370 ships. They'll have 400 ships in two years. We won't even have 350 ships in two decades.", 1
"With Apple’s NameDrop, anyone placing an iPhone near your child’s “will automatically receive their contact information.”",0
Magnetic “lymphatic earrings” aid weight loss.,0
"“In Germany, you must be fully vaxxed before your death by assisted suicide.”",0
John D. Rockefeller wrote a secret covenant about controlling the world’s population.,0
"MSNBC airs Gaza 'crisis actor.'",0
Suggests homeless people mysteriously went missing in San Francisco.,0
“8 MINUTES AGO! The largest underwater volcano has SUDDENLY CRACKED OPEN the Earth!”,0
Video showing “Israeli occupation forces arrest a 2-year-old child” is from the Israel-Hamas war.,0
Pizzagate “expert” went to jail for child pornography,0
Video shows Black Friday shoppers “in Biden’s thriving economy.”,0
Iceland has banned COVID-19 vaccines “amid soaring sudden deaths.”,0
Video of an Alabama compound shows “Hamas is here and training hidden in plain sight.”,0
"In Florida, “any woman who has an abortion after six weeks — and any doctor who gives her care — will be guilty of a felony.”",1
Republicans’ “plan would cut Social Security benefits. … Average benefit cut would be 13%.”,0
"Ataque terrorista islámico confirmado cerca de la frontera con Canadá en el puente del Arco Iris en las cataratas del Niágara"".",0
"The U.S. is sending everyone a free $6,400 right now.”",0
Clips of Nikki Haley speaking about Hillary Clinton show Haley supports Clinton and is “not who she says she is.”,0
"A “brand new financial relief program available for Americans"" provides $5,000 in cash.",0
Audio shows former President Donald Trump warned “300 million Americans” will die from a catastrophe “in a matter of weeks.”,0
“Fox News got caught” staging a video of Israel arresting a “crisis actor.”,0
Desaparece “una niña de 4 años” en baño de Disneyland en octubre de 2023.,0
"“In every single war that America has fought, we have never asked for land afterwards, except for enough to bury the Americans who gave the ultimate sacrifice for that freedom we went in for.”",0
"Trump has selected his pick for running mate (and the) news stuns Republican Party.”",0
"You’re in danger” because the American Red Cross doesn’t label blood donations from donors vaccinated against COVID-19.",0
"Video shows a military chaplain praying, “Please get rid of Joe Biden and bring back the real president, Donald J. Trump.”",0
"La industria alimentaria quiere que comas” lechuga de plástico sintético sin nutrición y lleno de contaminantes.",0
Video shows a Doctors Without Borders medic in Jenin taking a weapon from a wounded person and giving it to someone else.,0
"“Terrorist attack confirmed” in Niagara Falls, New York.",0
Video shows teacher teaching gender pronouns and being confronted by students,0
Says U.S. Sen. Tammy Baldwin “voted to send hundreds of millions to Iran” to bankroll “radicals like Hezbollah and Hamas.”,0
"Videos of Nancy Pelosi from Jan. 6, 2021, show the Capitol attack was staged.",0
“Israel has changed their barcode from 729 to 871 … as the public was boycotting Israeli products.”,0
Video shows that “Troy Nehls FORCES Pete Buttigieg to admit that Biden is unfit to serve.”,0
"“Because wages are rising, this Thanksgiving dinner is the fourth-cheapest ever as a percentage of average earnings.”",1
“New police bodycam footage” of George Floyd’s arrest “changes the narrative”,0
"A ""ghost bus … filled with FBI informants dressed as Trump supporters deployed onto our Capitol on January 6th.”",0
"Jim Justice “broke his pledge, raised the gas tax.”",0
"The federal government and the Federal Reserve were “raising inflation,” something that “had nothing to do with … getting our economy back in line” but rather to fund a “war against a bunch of civilians.”",0
Video shows Israeli soldiers “raising their flag” over al-Shifa hospital in Gaza.,0
CNN and The Associated Press “admitted” to knowing about Hamas’ Oct. 7 attack in advance but didn’t tell anyone.,0
"“Any American who needs $2,000 a month can get it now” thanks to a new government program.",0
These 13 books “have been banned from schools in Florida.”,0
"Half of American high school students are not familiar with the Holocaust.",0
Florida Gov. Ron DeSantis “did something six months ago” akin to Nikki Haley recruiting Chinese companies to South Carolina.,0
Princess Diana “is still alive” and “possibly could be with Trump.”,0
Video shows “Elon Musk and the Dubai billionaire have unveiled new software called ‘Quantum AI.’”,0
